nct_id,overall_status,start_date,completion_date,condition,Study design info,eligibility,has_expanded_access,enrollment
NCT04388813,Recruiting,"May 28, 2020",March 2021,"Acute Respiratory Distress Syndrome,COVID-19","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1500
NCT04395456,Not yet recruiting,July 2020,March 2021,Acute Respiratory Distress Syndrome Due to SARS-CoV-2 Infection (Severe COVID19),"Randomized,Parallel Assignment,Treatment,Single (Participant)","gender:All,Min Age:18 Years,Max Age:N/A",No,144
NCT04376879,Recruiting,"May 16, 2020",November 2020,COVID-19,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,384
NCT04455958,Not yet recruiting,"November 1, 2020","November 1, 2021","Hematopoietic and Lymphoid Cell Neoplasm,Malignant Solid Neoplasm,Symptomatic COVID-19 Infection Laboratory-Confirmed","Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,75
NCT04358406,Recruiting,"July 30, 2020","October 30, 2020",Sars-CoV2,"Randomized,Single Group Assignment,Randomized, blinded, placebo controlled interventional,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor),Treatment blinded to all but unblinded pharmacist","gender:All,Min Age:18 Years,Max Age:N/A",No,60
NCT04341610,Withdrawn,"April 20, 2020","April 30, 2021",Respiratory Tract Diseases,"Randomized,Parallel Assignment,Double-blind placebo-controlled,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor),Double-blind placebo-controlled","gender:All,Min Age:18 Years,Max Age:80 Years",No,0
NCT04358939,Recruiting,"April 27, 2020","November 24, 2021","Acute Respiratory Distress Syndrome,COVID-19","Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,248
NCT04560855,Recruiting,"September 14, 2020","September 14, 2021",Covid19,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,400
NCT04505098,Recruiting,"August 7, 2020","February 28, 2023","Covid19,Atherosclerosis,Cardiovascular Diseases,Upper Respiratory Tract Infections","Randomized,Parallel Assignment,Pragmatic randomized clinical trial,Prevention,Single (Outcomes Assessor)","gender:All,Min Age:50 Years,Max Age:N/A",No,16500
NCT04530604,Not yet recruiting,September 2020,July 2021,"COVID,Sars-CoV2,COVID-19,Acute Respiratory Distress Syndrome","N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:70 Years",N/A,12
NCT04555148,Recruiting,"September 20, 2020",August 2021,Covid19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:19 Years,Max Age:N/A",No,60
NCT04508075,Recruiting,"August 10, 2020",September 2021,SARS-CoV2 Infection,"Randomized,Parallel Assignment,Subjects 18-59 years of age: Randomized, observer blind, placebo-controlled two arms parallel group, prospective intervention study, to evaluate efficacy, safety, immunogenicity SARS-CoV-2 vaccine (inactivated),Prevention,Double (Participant, Investigator),Observer blind Investigational Product and Active Comparator was masking Number of lot was masking","gender:All,Min Age:18 Years,Max Age:59 Years",No,1620
NCT04408014,Not yet recruiting,"June 1, 2020","July 30, 2020","COVID,SARS-CoV 2","Other,Cross-Sectional","sampling_method:Probability Sample,gender:All,Min Age:6 Months,Max Age:100 Years",No,18901
NCT04510493,Not yet recruiting,September 2020,September 2023,"Coronavirus Infection,Diabetes Mellitus, Type 2","Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,116
NCT04391400,Not yet recruiting,"June 1, 2020","June 30, 2021",SARS-CoV-2,"Case-Only,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,500
NCT04404179,Completed,"March 27, 2020","May 2, 2020",COVID-19,"Case-Only,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,69
NCT04470739,Recruiting,"May 30, 2020","October 30, 2020","Covid19,Thymic Hypoplasia","Non-Randomized,Parallel Assignment,Diagnostic,None (Open Label)","gender:All,Min Age:N/A,Max Age:7 Hours",No,20
NCT04394403,Recruiting,"May 14, 2020","July 15, 2021","Stress,Stress, Psychological","Randomized,Parallel Assignment,This is a randomized trial to either immediate or delayed access to the internet guided self-help program,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,120
NCT04424212,Recruiting,"June 10, 2020",August 2021,Depression and Quality of Life Related to the Coronavirus Pandemic,"Randomized,Parallel Assignment,Participants will be randomly allocated to either control or intervention group. Participants in the control group will receive the same treatment once the intervention group has finished the treatment.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,120
NCT04370808,Not yet recruiting,June 2020,March 2021,COVID-19,"Case-Only,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,500
NCT04378738,Enrolling by invitation,"May 1, 2020","May 8, 2020","Social Media,Corona Virus Infection","N/A,Single Group Assignment,a survey study of a cohort about social media awareness regarding coronavirus pandemic,Health Services Research,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,212
NCT04475601,Recruiting,"July 15, 2020","May 8, 2022","COVID-19,Corona Virus Infection","Randomized,Parallel Assignment,Prospective, randomized (2:1), open, multicentre, clinical controlled trial,Treatment,None (Open Label)","gender:All,Min Age:50 Years,Max Age:N/A",No,500
NCT04372186,"Active, not recruiting","May 14, 2020","September 19, 2020",COVID-19 Pneumonia,"Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,379
NCT04386512,Completed,"May 15, 2020","July 15, 2020","COVID,Lymphoma","Case-Only,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,89
NCT04563676,Recruiting,"September 22, 2020",March 2021,"Covid19,TSH,Cortisol","N/A,Single Group Assignment,Screening,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,400
NCT04456075,Recruiting,"April 1, 2020",April 2022,"SARS-CoV2,COVID","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,100
NCT04401241,Completed,"February 1, 2020","May 15, 2020",Covid19,"Other,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,257
NCT04407221,Not yet recruiting,"June 1, 2020","May 1, 2024",Transplant Recipients,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1100
NCT04467086,Not yet recruiting,September 2020,March 2021,"Mechanical Ventilation,Sedation,Critical Illness,COVID","Randomized,Parallel Assignment,Randomized Controlled Trial with 1:1 allocation (intervention and control group),Treatment,Single (Participant),Participants will be masked to intervention versus control group allocation. Care providers (including investigators) cannot be masked due to the need to titrate propranolol and sedative doses according to patient condition in the intervention arm. Similarly, outcomes assessors will be recording the daily and total doses of propranolol received by each participant, and thus cannot be blinded.","gender:All,Min Age:19 Years,Max Age:N/A",No,108
NCT04377672,Recruiting,"May 28, 2020","May 28, 2022",Corona Virus Infection,"N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:1 Month,Max Age:18 Years",No,30
NCT04407598,Not yet recruiting,May 2020,June 2021,"COPD Exacerbation,COPD","Cohort,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:40 Years,Max Age:N/A",No,350
NCT04410458,Enrolling by invitation,"May 31, 2020","June 12, 2020",Blood Donation,"Randomized,Parallel Assignment,Health Services Research,None (Open Label)","gender:All,Min Age:18 Years,Max Age:60 Years",No,506517
NCT04275414,Completed,"February 15, 2020","May 2, 2020",Coronavirus Infections,"N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:80 Years",No,27
NCT04395300,Completed,"March 30, 2020","May 16, 2020","COVID-19,Sleep Quality,General Health","Ecologic or Community,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:80 Years",No,143
NCT04545047,"Active, not recruiting","August 7, 2020","June 30, 2022",Novel Coronavirus Disease 2019 (COVID-19),"Other,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,4000
NCT04452097,Not yet recruiting,"December 1, 2020","June 30, 2021","COVID-19,ARDS,Acute Respiratory Distress Syndrome","Non-Randomized,Sequential Assignment,Eligible subjects will be divided into low, medium and high-dose groups with 3 patients/group. If there is no safety concerns for each group, the dose will be escalated from lower dose to the next higher dose.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:80 Years",No,9
NCT04454398,Recruiting,"September 17, 2020",February 2021,Covid-19,"Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,33
NCT04450277,Completed,"April 1, 2020","May 31, 2020","COVID-19,Emergency Surgery","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,15
NCT04481516,Recruiting,"July 1, 2020","February 1, 2021",Stress,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,30
NCT04325061,Suspended,"April 3, 2020","October 30, 2020",Acute Respiratory Distress Syndrome Caused by COVID-19,"Randomized,Parallel Assignment,Multicenter, randomized, controlled, open-label trial involving mechanically ventilated adult patients with ARDS caused by confirmed COVID-19 infection,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,200
NCT04413838,Not yet recruiting,"June 15, 2020","September 15, 2021","Obesity, COVID-19 Infection","Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:70 Years",No,120
NCT04497636,Recruiting,"July 3, 2020","January 31, 2021","Anxiety,Depression,Stress, Psychological,Loneliness,Social Isolation","Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1092
NCT04342169,Recruiting,"April 4, 2020",April 2023,"Coronavirus Infection,Coronavirus,Infectious Disease","Randomized,Parallel Assignment,Phase 2, prospective, placebo-controlled, parallel group, randomized trial,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,400
NCT04365738,Completed,"March 11, 2020","April 26, 2020",COVID-19,"Randomized,Parallel Assignment,Treatment,Single (Investigator)","gender:All,Min Age:28 Years,Max Age:45 Years",No,270
NCT04530682,Not yet recruiting,"October 20, 2020",July 2024,Rheumatoid Arthritis,"Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,5000
NCT04451902,Not yet recruiting,"June 30, 2020","June 30, 2021",Rare Diseases,"Cohort,Other","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,80
NCT04475471,Recruiting,"June 11, 2020","December 30, 2021","COVID-19,Cardiovascular Diseases","Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,5200
NCT04431856,Recruiting,"May 15, 2020","November 7, 2020","Anxiety,Depression,Traumatic Stress Disorder","Randomized,Parallel Assignment,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,68
NCT04359953,Recruiting,"April 25, 2020","June 1, 2021",COVID-19 Infection,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:60 Years,Max Age:N/A",No,1600
NCT04299724,Recruiting,"February 15, 2020","December 31, 2024",Treat and Prevent Covid-19 Infection,"N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:6 Months,Max Age:80 Years",No,100
NCT04561141,Not yet recruiting,"December 1, 2020","January 1, 2022",Covid19,"Other,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:80 Years",No,85
NCT04421612,Recruiting,"April 2, 2020","December 31, 2021","Covid19, Anxiety, Worry","Randomized,Parallel Assignment,Group one recieve a new module every three days. Group two recive a new module every 5 days.,Supportive Care,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,400
NCT04476940,Not yet recruiting,September 2020,June 2022,"Covid19,Exclusive Breastfeeding","N/A,Single Group Assignment,Pre-Test Post-test,Prevention,None (Open Label)","gender:Female,Min Age:18 Years,Max Age:45 Years",No,200
NCT04332913,Recruiting,"April 1, 2020","March 31, 2021",COVID-19 Pneumonia,"Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,30
NCT04570384,Not yet recruiting,"September 28, 2020","December 28, 2021",Acute Hypoxemic Respiratory Failure,"Randomized,Parallel Assignment,Placebo controlled and Active Drug,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor),Double Blind Clinical Trial","gender:All,Min Age:18 Years,Max Age:65 Years",No,60
NCT04432103,Not yet recruiting,"June 19, 2020","September 30, 2020",Covid-19,"Non-Randomized,Parallel Assignment,Two groups depending on the stage of the disease according to the CDC of China classification severe and critical COVID-19 pneumonia,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,36
NCT04380896,Recruiting,"April 27, 2020","July 27, 2026",SARS-CoV-2 Infection,"Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1000
NCT04369807,Recruiting,"April 21, 2020","May 31, 2023",COVID-19,"Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,507
NCT04458298,Recruiting,"July 1, 2020","November 10, 2020",COVID-19,"Randomized,Sequential Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,24
NCT04460014,Recruiting,"September 30, 2020","August 1, 2021","Intrusive Memories of Traumatic Event(s),Post Traumatic Stress Disorder","Randomized,Parallel Assignment,Prevention,Single (Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,164
NCT04380402,Not yet recruiting,"May 20, 2020","May 8, 2022",COVID-19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:85 Years",No,300
NCT04359927,Recruiting,"April 20, 2020","August 31, 2025","Sars-CoV2,Covid19,Cardiovascular Diseases,Cardiovascular Risk Factor","Case-Control,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,10000
NCT04363736,Completed,"May 5, 2020","August 12, 2020",COVID-19 Pneumonia,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,100
NCT04344080,Recruiting,"April 1, 2020",February 2021,COVID-19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:90 Years",No,24
NCT04338360,Approved for marketing,N/A,N/A,N/A,N/A,"gender:All,Min Age:18 Years,Max Age:N/A",N/A,N/A
NCT04391712,Completed,"April 30, 2020","July 16, 2020",COVID-19,"Randomized,Parallel Assignment,This study will utilize a randomized parallel assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:90 Years",No,10
NCT04344210,Enrolling by invitation,"April 17, 2020","August 30, 2020","COVID,Diabetes Mellitus, Type 2,Diabetes Mellitus, Type 1","Randomized,Parallel Assignment,Patients will be randomized in two groups: G1: participants will receive a tele-intervention by a case manager weekly to discuss topics related to diabetes management and mental well-being during the quarantine period ; G2: participants will receive the usual care.,Supportive Care,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,149
NCT03376854,Recruiting,"May 1, 2018","December 31, 2020","Respiratory Distress Syndrome, Adult,Sars-CoV2","Randomized,Parallel Assignment,Randomized (1:1) control (non-blinded) trial,Treatment,None (Open Label),Since it will be obvious to observers of the subjects whether they are in the treatment (TH+NMB) or control groups, the study is not masked but all treatments that determine outcome are protocolized.","gender:All,Min Age:18 Years,Max Age:65 Years",No,20
NCT04377308,Recruiting,"May 1, 2020","October 20, 2021","COVID-19,Cytokine Storm","Non-Randomized,Parallel Assignment,All patients who enter the study will be monitored daily for symptoms of COVID-19. Patients may choose to take fluoxetine or to have treatment as usual. Patients may also choose to have blood drawn and stored for a future analysis of cytokines.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,2000
NCT04408456,Completed,"March 1, 2020","July 31, 2020",CoVID-19,"Non-Randomized,Parallel Assignment,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,325
NCT04380532,"Active, not recruiting","May 15, 2020","June 15, 2021",Covid19,"N/A,Single Group Assignment,Healthy volunteers,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:65 Years",No,20
NCT04362150,Recruiting,"April 21, 2020","December 21, 2024",COVID,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:100 Years",No,800
NCT04352491,Completed,"April 24, 2020","May 31, 2020",COVID 19,"Case-Only,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:75 Years",No,347
NCT04402892,Not yet recruiting,"June 1, 2020","March 1, 2021","COVID-19,SARS-CoV-2 Infection","Non-Randomized,Parallel Assignment,The recruitment of healed patients will be carried out via the Mondor and Bichat hospitals.
After information and obtaining consent at D0 :
the patients will be taken from the departments of the participating centres (35 ml of blood, 5 LITHIUM HEPARINATE tubes).
Inpatients will be drawn from the wards of the participating centres (35 ml of blood, 5 LITHIUM HEPARINATE tubes).
Inpatients will be drawn from the departments of the participating centres (35 ml of blood, 5 LITHIUM HEPARINATE tubes) at D21, then at D90 (3 months) for both groups of patients.
Patients in both groups will be collected from the departments of the participating centres (35 ml of blood, 5 LITHIUM HEPARINATE tubes) at 6 months.,Basic Science,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,60
NCT04404361,Recruiting,"May 22, 2020","October 31, 2021",COVID,"Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,358
NCT04378920,Recruiting,"April 14, 2020","December 31, 2020","COVID19,Acute Respiratory Distress Syndrome","Non-Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,180
NCT04371406,Not yet recruiting,"May 2, 2020","September 2, 2020",Covid-19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:75 Years",No,2770
NCT04576299,"Active, not recruiting","September 1, 2020","December 15, 2020",Patient Safety,"Ecologic or Community,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,800
NCT04380519,Completed,"April 23, 2020","July 24, 2020",COVID-19,"Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:100 Years",No,372
NCT04279197,Recruiting,"April 23, 2020",December 2021,Pulmonary Fibrosis Due to COVID-19,"Randomized,Parallel Assignment,Treatment,Triple (Participant, Care Provider, Investigator)","gender:All,Min Age:18 Years,Max Age:70 Years",No,160
NCT04378244,Not yet recruiting,"November 12, 2020","March 12, 2022","COVID-19,Cytokine Storm,Acute Respiratory Distress Syndrome","N/A,Single Group Assignment,Sequential assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:100 Years",No,18
NCT04329572,Suspended,"April 23, 2020","June 30, 2020",COVID-19,"N/A,Single Group Assignment,All patients included in the study will receive hydroxychloroquine (HCQ) 400 mg (BID/ 7 days) and azithromycin (AZT) (500 mg/ 5 days) on top of standard care. Patients that do not consent to participate or that do not fulfill eligibility criteria will be invited to participate as control group and will receive standard care only.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,400
NCT04346953,Not yet recruiting,"August 20, 2020","November 30, 2020",Healthy Lifestyle,"Randomized,Parallel Assignment,Prevention,Single (Participant)","gender:All,Min Age:40 Years,Max Age:60 Years",No,128
NCT04514705,Recruiting,"August 11, 2020","December 31, 2021",Coronavirus Infection,"N/A,Single Group Assignment,Exercise,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:80 Years",No,20
NCT04395833,Completed,"April 7, 2020","May 11, 2020",Identify Emerging Health Challenges for Children With Motor Disabilities and Their Parents Facing the COVID-19 Pandemic,"Family-Based,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:18 Years",No,2500
NCT04410510,Recruiting,"September 30, 2020",June 2021,"COVID,Coronavirus Infection,SARS-CoV 2,COVID19","Randomized,Parallel Assignment,This is a randomized, double-blind, placebo-controlled study to demonstrate the efficacy and safety of P2Et (Caesalpinia spinosa extract) treatment in patients with a clinical diagnosis of Covid-19 infection when added to standard therapy.,Supportive Care,Triple (Participant, Care Provider, Investigator),100 patients will be randomized in a 1: 1 ratio (50 in each group)","gender:All,Min Age:18 Years,Max Age:N/A",No,100
NCT04341285,Not yet recruiting,"August 1, 2020","May 1, 2022","ARDS, Human,COVID-19","Randomized,Parallel Assignment,Experimental intervention: Insertion of Extracorporal Membrane Oxygenation (ECMO) within 24 hours Control intervention: Insertion of Extracorporal Membrane Oxygenation (ECMO) as rescue therapy following failure of conventional therapy for ARDS. This conventional therapy will be standardized to reduce bias.
Duration of intervention per patient: varies, depending on severity of pulmonary compromise Follow-up per patient: 90days or until hospital discharge Accompanying measures: Serum Samples and bronchoscopy samples of patients included into the trial for secondary analysis of inflammatory parameters and potential biomarkers,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,200
NCT04567953,"Active, not recruiting","July 28, 2020","June 27, 2021",Covid19,"N/A,Single Group Assignment,Screening,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,2000
NCT04502667,Recruiting,"July 15, 2020",April 2021,"Covid19,Vitamin D,Children, Only","Randomized,Parallel Assignment,Open controlled clinical trial,Treatment,None (Open Label)","gender:All,Min Age:1 Month,Max Age:17 Years",No,40
NCT04375046,Not yet recruiting,September 2020,October 2020,COVID-19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:80 Years",No,24
NCT04379661,Recruiting,"April 3, 2020",April 2021,"MS (Multiple Sclerosis),COVID-19,Support Groups","Non-Randomized,Parallel Assignment,Supportive Care,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,52
NCT04355533,Recruiting,"July 29, 2020",December 2022,COVID-19 Infection,"Non-Randomized,Single Group Assignment,Diagnostic,None (Open Label)","gender:All,Min Age:N/A,Max Age:17 Years",No,1920
NCT04322396,Recruiting,"April 6, 2020","March 31, 2021","Virus Diseases,Infection Viral,Corona Virus Infection","Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:N/A,Max Age:N/A",No,226
NCT04407572,Completed,"April 20, 2020","June 14, 2020","COVID,Zinc Deficiency,Vitamin D Deficiency","Case-Control,Prospective","sampling_method:Probability Sample,gender:Female,Min Age:18 Years,Max Age:45 Years",No,44
NCT04354272,Not yet recruiting,"April 13, 2020","June 20, 2020","Orofacial Pain,Orofacial Edema,Dental Trauma,Oral Infection","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,840
NCT04373200,Recruiting,"May 25, 2020","November 25, 2020","SARS-CoV-2 Coronavirus,Acute Respiratory Distress Syndrome","Non-Randomized,Parallel Assignment,Comparative study with 3 cohorts of 25 adult patients:
Cohort A: 25 COVID-19 associated ARDS
Cohort B: 25 COVID-19 without ARDS
Cohort C: 25 ARDS from other causes,Other,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,75
NCT04406571,Recruiting,"April 1, 2020",April 2022,Pancreatic Adenocarcinoma,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,700
NCT04531202,Recruiting,"March 2, 2020","September 30, 2021",Coronavirus Infection (COVID-19),"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,2000
NCT04343261,Completed,"April 10, 2020","August 13, 2020","Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),COVID,Coronavirus","N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:90 Years",No,48
NCT04476953,Enrolling by invitation,"August 3, 2020",July 2021,COVID-19,"Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,70
NCT04379440,Recruiting,"April 25, 2020","November 30, 2020",COVID-19,"Cohort,Other","sampling_method:Non-Probability Sample,gender:All,Min Age:60 Years,Max Age:N/A",No,1500
NCT04318418,Completed,"March 23, 2020","June 30, 2020",COVID-19,"Cohort,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,3400
NCT04521309,Recruiting,"June 19, 2020",March 2021,COVID-19,"Randomized,Sequential Assignment,Treatment,Single (Participant)","gender:All,Min Age:18 Years,Max Age:N/A",No,50
NCT04376905,Recruiting,"April 1, 2020","September 30, 2020","COVID-19,Pneumonia,Acute Respiratory Distress Syndrome","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:99 Years",No,30
NCT04331665,Not yet recruiting,"April 20, 2020","January 31, 2021","COVID-19,Pneumonia","N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:12 Years,Max Age:N/A",No,64
NCT04319172,Recruiting,"March 12, 2020",April 2021,"Transplant Recipient,Infections, Coronavirus","Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:16 Years,Max Age:N/A",No,50
NCT04503447,Recruiting,"August 1, 2020",September 2020,Covid19,"Other,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,430
NCT04551911,Not yet recruiting,September 2020,April 2021,"Covid19,Coronavirus,SARS-CoV-2 Infection","Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,160
NCT04519216,Recruiting,"July 31, 2020","September 30, 2021","Breastfeeding,Breastfeeding, Exclusive,Breastfeeding Jaundice,Educational Problems","Randomized,Parallel Assignment,This is a prospective cluster randomized controlled trial of a novel educational intervention in pediatric and family medicine residents during the nursery rotation. In this study, we will enroll 1st year pediatric and family medicine residents and 3rd year supervising pediatric residents on their newborn nursery 4-week rotation and randomization will occur clustered by rotation month. The educational intervention will be conducted during the first week of the rotation. Both groups will complete pre-intervention survey that collects demographic information, personal infant feeding experiences, and any breastfeeding medicine experience. All participants will be invited to complete a free online course (Lactation Support in a Telehealth Setting Course) prior to the telemedicine intervention or control group discussion with the clinical pediatrician.,Other,Single (Outcomes Assessor),Outcomes are blinded to the assessor when completing the trial data analysis.","gender:All,Min Age:18 Years,Max Age:N/A",No,39
NCT04447495,Not yet recruiting,"July 1, 2020","December 31, 2020",Coronavirus,"Case-Control,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,500
NCT04351503,Recruiting,"April 9, 2020",April 2022,SARS Coronavirus (SARS-CoV-2) Infection,"Other,Retrospective","sampling_method:Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,10000
NCT04326309,Recruiting,"March 25, 2020","September 25, 2022","COVID-19,Coronavirus Infections,Hay Fever,Asthma,Chronic Obstructive Pulmonary Disease,Influenza,Common Cold,Respiratory Tract Infections,Healthy","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1000
NCT04506268,Enrolling by invitation,"September 9, 2020",November 2020,Covid19,"Randomized,Parallel Assignment,Screening,Double (Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,1200
